,ID,did,seurat_cluster,kmeans_cluster,labels,MOEA,SOEA,PhenoGraph
5189,Cell5461,1,9,6,14,4,0,18
5190,Cell5462,1,1,9,10,15,4,16
5191,Cell5463,1,10,7,2,10,1,3
5192,Cell5464,1,2,1,15,13,6,0
5193,Cell5465,1,13,11,9,12,11,6
5194,Cell5466,1,12,14,11,14,3,5
5195,Cell5467,1,7,4,6,1,2,21
5196,Cell5468,1,7,4,3,1,2,10
5197,Cell5469,1,6,6,12,5,14,2
5198,Cell5470,1,3,12,16,2,7,17
5199,Cell5471,1,15,5,8,0,15,7
5200,Cell5472,1,14,8,1,9,8,8
5201,Cell5473,1,5,3,5,11,10,9
5202,Cell5474,1,13,11,9,12,11,6
5203,Cell5475,1,8,10,4,7,9,19
5204,Cell5476,1,4,9,13,6,13,1
5205,Cell5477,1,9,6,14,4,0,18
5206,Cell5478,1,14,8,1,9,8,8
5207,Cell5479,1,4,9,13,6,13,1
5208,Cell5480,1,8,10,4,7,9,13
5209,Cell5481,1,15,5,8,0,15,7
5210,Cell5482,1,10,7,2,10,1,3
5211,Cell5483,1,12,14,11,14,3,5
5212,Cell5484,1,13,16,9,12,11,6
5213,Cell5485,1,7,4,3,1,2,10
5214,Cell5486,1,8,10,4,7,9,13
5215,Cell5487,1,2,2,15,13,6,0
5216,Cell5488,1,5,3,5,11,10,20
5217,Cell5489,1,2,2,15,13,6,0
5218,Cell5490,1,1,9,10,15,4,12
5219,Cell5493,1,12,14,11,14,3,5
5220,Cell5494,1,16,9,6,8,12,11
5221,Cell5495,1,8,10,4,7,9,19
5222,Cell5496,1,4,9,13,6,13,1
5223,Cell5497,1,14,8,1,9,8,8
5224,Cell5498,1,11,14,7,3,5,4
5225,Cell5499,1,5,3,5,11,10,20
5226,Cell5500,1,13,11,9,12,11,6
5227,Cell5501,1,7,4,3,1,2,10
5228,Cell5502,1,5,3,5,11,10,9
5229,Cell5503,1,8,10,4,7,9,19
5230,Cell5504,1,10,7,2,10,1,3
5231,Cell5505,1,7,4,3,1,2,10
5232,Cell5506,1,14,8,1,9,8,8
5233,Cell5507,1,3,12,16,2,7,15
5234,Cell5508,1,10,7,2,10,1,3
5235,Cell5509,1,3,12,16,2,7,17
5236,Cell5510,1,9,6,14,4,0,18
5237,Cell5511,1,4,9,13,6,13,1
5238,Cell5512,1,2,1,15,13,6,0
5239,Cell5513,1,8,10,4,7,9,13
5240,Cell5514,1,10,7,2,10,1,3
5241,Cell5515,1,4,9,13,6,13,1
5242,Cell5516,1,6,6,12,5,14,2
5243,Cell5517,1,1,9,10,15,4,16
5244,Cell5518,1,14,8,1,9,8,8
5245,Cell5519,1,12,14,11,14,3,5
5246,Cell5520,1,8,10,4,7,9,13
5247,Cell5522,1,10,7,2,10,1,3
5248,Cell5523,1,8,10,4,7,9,13
5249,Cell5524,1,13,16,9,12,11,6
5250,Cell5525,1,15,13,8,0,15,7
5251,Cell5526,1,4,9,13,6,13,1
5252,Cell5527,1,1,9,10,15,4,12
5253,Cell5528,1,8,10,4,7,9,13
5254,Cell5529,1,8,10,4,7,9,13
5255,Cell5530,1,12,14,11,14,3,5
5256,Cell5531,1,13,16,9,12,11,6
5257,Cell5532,1,12,14,11,14,3,5
5258,Cell5533,1,12,14,11,14,3,5
5259,Cell5534,1,2,15,15,13,6,0
5260,Cell5535,1,9,6,14,4,0,18
5261,Cell5536,1,6,6,12,5,14,2
5262,Cell5537,1,9,6,14,4,0,18
5263,Cell5538,1,9,6,14,4,0,14
5264,Cell5539,1,13,16,9,12,11,6
5265,Cell5540,1,3,12,16,2,7,15
5266,Cell5542,1,15,13,8,0,15,7
5267,Cell5543,1,8,10,4,7,9,13
5268,Cell5544,1,12,14,11,14,3,5
5269,Cell5545,1,1,9,10,15,4,16
5270,Cell5546,1,5,3,5,11,10,20
5271,Cell5547,1,10,7,2,10,1,3
5272,Cell5548,1,4,9,13,6,13,1
5273,Cell5549,1,11,14,7,3,5,4
5274,Cell5550,1,9,6,14,4,0,18
5275,Cell5551,1,14,8,1,9,8,8
5276,Cell5552,1,9,6,14,4,0,14
5277,Cell5553,1,6,6,12,5,14,2
5278,Cell5554,1,13,16,9,12,11,6
5279,Cell5555,1,4,9,13,6,13,1
5280,Cell5556,1,15,5,8,0,15,7
5281,Cell5557,1,4,9,13,6,13,1
5282,Cell5559,1,16,9,6,8,12,11
5283,Cell5560,1,1,9,10,15,4,12
5284,Cell5561,1,6,6,12,5,14,2
5285,Cell5562,1,4,9,13,6,13,1
5286,Cell5563,1,5,3,5,11,10,9
5287,Cell5564,1,2,1,15,13,6,0
5288,Cell5565,1,16,9,6,8,12,11
5289,Cell5566,1,7,4,3,1,2,10
5290,Cell5567,1,2,2,15,13,6,0
5291,Cell5568,1,8,10,4,7,9,19
5292,Cell5569,1,1,9,10,15,4,16
5293,Cell5570,1,15,13,8,0,15,7
5294,Cell5571,1,3,12,16,2,7,17
5295,Cell5572,1,12,14,11,14,3,5
5296,Cell5573,1,13,11,9,12,11,6
5297,Cell5574,1,13,11,9,12,11,6
5298,Cell5575,1,14,8,1,9,8,8
5299,Cell5576,1,8,10,4,7,9,13
5300,Cell5577,1,1,9,10,15,4,16
5301,Cell5578,1,13,16,9,12,11,6
5302,Cell5579,1,3,12,16,2,7,17
5303,Cell5580,1,4,9,13,6,13,1
5304,Cell5581,1,10,7,2,10,1,3
5305,Cell5582,1,4,9,6,6,13,1
5306,Cell5583,1,8,10,4,7,9,19
5307,Cell5584,1,11,14,7,3,5,4
5308,Cell5585,1,16,9,6,8,12,11
5309,Cell5586,1,14,8,1,9,8,8
5310,Cell5587,1,15,13,8,0,15,7
5311,Cell5588,1,16,9,6,8,12,11
5312,Cell5589,1,14,8,1,9,8,8
5313,Cell5590,1,5,3,5,11,10,9
5314,Cell5591,1,9,6,14,4,0,14
5315,Cell5592,1,13,16,9,12,11,6
5316,Cell5593,1,3,12,16,2,7,15
5317,Cell5594,1,5,3,5,11,10,20
5318,Cell5595,1,6,6,12,5,14,2
5319,Cell5596,1,12,14,11,14,3,5
5320,Cell5597,1,10,7,2,10,1,3
5321,Cell5598,1,5,3,5,11,10,20
5322,Cell5599,1,6,6,12,5,14,2
5323,Cell5600,1,4,9,13,6,13,1
5324,Cell5602,1,14,8,1,9,8,8
5325,Cell5603,1,3,12,16,2,7,17
5326,Cell5604,1,13,11,9,12,11,6
5327,Cell5605,1,8,10,4,7,9,13
5328,Cell5606,1,13,11,9,12,11,6
5329,Cell5607,1,12,14,11,14,3,5
5330,Cell5608,1,5,3,5,11,10,9
5331,Cell5609,1,11,14,7,3,5,4
5332,Cell5610,1,16,9,6,8,12,11
5333,Cell5611,1,4,9,13,6,13,1
5334,Cell5612,1,5,3,5,11,10,9
5335,Cell5613,1,3,12,16,2,7,17
5336,Cell5614,1,15,13,8,0,15,7
5337,Cell5615,1,12,14,11,14,3,5
5338,Cell5616,1,9,6,14,4,0,14
5339,Cell5617,1,1,9,10,15,4,16
5340,Cell5618,1,11,14,7,3,5,4
5341,Cell5619,1,11,14,7,3,5,4
5342,Cell5620,1,8,10,4,7,9,13
5343,Cell5621,1,1,9,10,15,4,16
5344,Cell5622,1,13,16,9,12,11,6
5345,Cell5623,1,14,8,1,9,8,8
5346,Cell5624,1,13,11,9,12,11,6
5347,Cell5625,1,1,9,10,15,4,16
5348,Cell5626,1,6,6,12,5,14,2
5349,Cell5628,1,8,10,4,7,9,13
5350,Cell5629,1,5,3,5,11,10,20
5351,Cell5630,1,2,15,15,13,6,0
5352,Cell5631,1,10,7,2,10,1,3
5353,Cell5632,1,8,10,4,7,9,13
5354,Cell5633,1,7,4,3,1,2,10
5355,Cell5634,1,5,3,5,11,10,9
5356,Cell5635,1,4,9,6,6,13,1
5357,Cell5636,1,6,6,12,5,14,2
5358,Cell5637,1,2,15,15,13,6,0
5359,Cell5638,1,5,3,5,11,10,20
5360,Cell5639,1,6,6,12,5,14,2
5361,Cell5640,1,2,1,15,13,6,0
5362,Cell5641,1,16,9,6,8,12,11
5363,Cell5642,1,13,11,9,12,11,6
5364,Cell5643,1,4,9,13,6,13,1
5365,Cell5644,1,16,9,6,8,12,11
5366,Cell5645,1,1,9,10,15,4,16
5367,Cell5646,1,10,7,2,10,1,3
5368,Cell5647,1,11,14,7,3,5,4
5369,Cell5648,1,9,6,14,4,0,18
5370,Cell5649,1,6,6,12,5,14,2
5371,Cell5650,1,16,9,6,8,12,11
5372,Cell5651,1,1,9,10,15,4,12
5373,Cell5652,1,9,6,14,4,0,18
5374,Cell5654,1,13,16,9,12,11,6
5375,Cell5655,1,5,3,5,11,10,20
5376,Cell5656,1,14,8,1,9,8,8
5377,Cell5657,1,12,14,11,14,3,5
5378,Cell5658,1,1,9,10,15,4,12
5379,Cell5659,1,4,9,13,6,13,1
5380,Cell5660,1,6,6,12,5,14,2
5381,Cell5661,1,11,14,7,3,5,4
5382,Cell5662,1,5,3,5,11,10,9
5383,Cell5663,1,8,10,4,7,9,13
5384,Cell5664,1,10,7,2,10,1,3
5385,Cell5665,1,2,1,15,13,6,0
5386,Cell5666,1,5,3,5,11,10,9
5387,Cell5667,1,6,6,12,5,14,2
5388,Cell5668,1,7,4,3,1,2,10
5389,Cell5669,1,9,6,14,4,0,18
5390,Cell5670,1,14,8,1,9,8,8
5391,Cell5671,1,2,1,15,13,6,0
5392,Cell5672,1,11,14,7,3,5,4
5393,Cell5673,1,11,14,7,3,5,4
5394,Cell5674,1,4,9,13,6,13,1
5395,Cell5675,1,12,14,11,14,3,5
5396,Cell5676,1,10,7,2,10,1,3
5397,Cell5677,1,3,12,16,2,7,17
5398,Cell5678,1,7,4,3,1,2,10
5399,Cell5679,1,11,14,7,3,5,4
5400,Cell5680,1,11,14,7,3,5,4
5401,Cell5681,1,12,14,11,14,3,5
5402,Cell5683,1,10,7,2,10,1,3
5403,Cell5684,1,1,9,10,15,4,16
5404,Cell5685,1,14,8,1,9,8,8
5405,Cell5686,1,5,3,5,11,10,9
5406,Cell5687,1,4,9,13,6,13,1
5407,Cell5688,1,3,12,16,2,7,15
5408,Cell5689,1,15,13,8,0,15,7
5409,Cell5690,1,4,9,13,6,13,1
5410,Cell5691,1,3,12,16,2,7,15
5411,Cell5692,1,11,14,7,3,5,4
5412,Cell5693,1,1,9,6,15,12,16
5413,Cell5694,1,1,9,10,15,4,16
5414,Cell5695,1,9,6,14,4,0,14
5415,Cell5696,1,12,14,11,14,3,5
5416,Cell5697,1,10,7,2,10,1,3
5417,Cell5698,1,15,5,8,0,15,7
5418,Cell5699,1,12,14,11,14,3,5
5419,Cell5700,1,9,6,14,4,0,18
5420,Cell5701,1,16,9,6,8,12,11
5421,Cell5702,1,9,6,14,4,0,14
5422,Cell5703,1,14,8,1,9,8,8
5423,Cell5704,1,2,1,15,13,6,0
5424,Cell5705,1,14,8,1,9,8,8
5425,Cell5706,1,1,9,10,15,4,16
5426,Cell5707,1,10,7,2,10,1,3
5427,Cell5708,1,13,11,9,12,11,6
5428,Cell5709,1,11,14,7,3,5,4
5429,Cell5710,1,3,12,16,2,7,17
5430,Cell5711,1,13,11,9,12,11,6
5431,Cell5712,1,13,11,9,12,11,6
5432,Cell5713,1,3,12,16,2,7,17
5433,Cell5714,1,9,6,14,4,0,14
5434,Cell5715,1,3,12,16,2,7,17
5435,Cell5716,1,4,9,13,6,13,1
5436,Cell5717,1,6,6,12,5,14,2
5437,Cell5718,1,5,3,5,11,10,9
5438,Cell5719,1,9,6,14,4,0,18
5439,Cell5720,1,4,9,13,6,13,1
5440,Cell5721,1,10,7,2,10,1,3
5441,Cell5722,1,6,6,12,5,14,2
5442,Cell5723,1,5,3,5,11,10,9
5443,Cell5724,1,6,6,12,5,14,2
5444,Cell5725,1,14,8,1,9,8,8
5445,Cell5726,1,3,12,16,2,7,15
5446,Cell5727,1,5,3,5,11,10,9
5447,Cell5728,1,3,12,16,2,7,15
5448,Cell5729,1,16,9,6,8,12,11
5449,Cell5730,1,12,14,6,14,3,5
5450,Cell5731,1,2,1,15,13,6,0
5451,Cell5732,1,9,6,14,4,0,14
5452,Cell5733,1,9,6,14,4,0,14
5453,Cell5734,1,4,9,13,6,13,1
5454,Cell5735,1,13,11,9,12,11,6
5455,Cell5736,1,6,6,12,5,14,2
5456,Cell5737,1,2,2,15,13,6,0
5457,Cell5738,1,6,6,12,5,14,2
5458,Cell5739,1,6,6,12,5,14,2
5459,Cell5741,1,14,8,1,9,8,8
5460,Cell5742,1,4,9,13,6,13,1
5461,Cell5743,1,1,9,10,15,4,16
5462,Cell5744,1,7,4,3,1,2,21
5463,Cell5745,1,10,7,2,10,1,3
5464,Cell5746,1,7,4,3,1,2,10
5465,Cell5747,1,5,3,5,11,10,20
5466,Cell5748,1,14,8,1,9,8,8
5467,Cell5749,1,8,10,4,7,9,13
5468,Cell5750,1,1,9,10,15,4,12
5469,Cell5751,1,4,9,13,6,13,1
5470,Cell5752,1,6,6,12,5,14,2
5471,Cell5753,1,9,6,14,4,0,14
5472,Cell5754,1,8,10,4,7,9,13
5473,Cell5755,1,14,8,1,9,8,8
5474,Cell5757,1,7,4,3,1,2,10
5475,Cell5758,1,11,14,7,3,5,4
5476,Cell5759,1,15,13,8,0,15,7
5477,Cell5760,1,7,4,3,1,2,10
5478,Cell5761,1,1,9,10,15,4,12
5479,Cell5762,1,15,13,8,0,15,7
5480,Cell5763,1,14,8,1,9,8,8
5481,Cell5764,1,11,14,7,3,5,4
5482,Cell5765,1,15,13,8,0,15,7
5483,Cell5766,1,2,15,15,13,6,0
5484,Cell5767,1,10,7,2,10,1,3
5485,Cell5768,1,10,7,2,10,1,3
5486,Cell5769,1,1,9,10,15,4,16
5487,Cell5770,1,12,14,11,14,3,5
5488,Cell5771,1,10,7,2,10,1,3
5489,Cell5772,1,2,15,15,13,6,0
5490,Cell5773,1,7,4,3,1,2,10
5491,Cell5774,1,15,5,8,0,15,7
5492,Cell5775,1,15,5,8,0,15,7
5493,Cell5776,1,11,14,7,3,5,4
5494,Cell5777,1,2,1,15,13,6,0
5495,Cell5778,1,4,9,13,6,13,1
5496,Cell5779,1,15,13,8,0,15,7
5497,Cell5780,1,11,14,7,3,5,4
5498,Cell5781,1,12,14,11,14,3,5
5499,Cell5782,1,12,14,11,14,3,5
5500,Cell5783,1,2,1,15,13,6,0
5501,Cell5784,1,2,2,15,13,6,0
5502,Cell5785,1,3,12,16,2,7,17
5503,Cell5786,1,10,7,2,10,1,3
5504,Cell5787,1,16,9,6,8,12,11
5505,Cell5788,1,16,9,6,8,12,11
5506,Cell5789,1,4,9,6,6,13,1
5507,Cell5790,1,4,9,13,6,13,1
5508,Cell5791,1,8,10,4,7,9,19
5509,Cell5792,1,3,12,16,2,7,15
5510,Cell5793,1,11,14,7,3,5,4
5511,Cell5794,1,13,11,9,12,11,6
5512,Cell5795,1,15,5,8,0,15,7
5513,Cell5796,1,12,14,11,14,3,5
5514,Cell5797,1,3,12,16,2,7,15
5515,Cell5798,1,6,6,12,5,14,2
5516,Cell5799,1,5,3,5,11,10,9
5517,Cell5800,1,13,16,9,12,11,6
5518,Cell5801,1,9,6,14,4,0,18
5519,Cell5802,1,6,6,12,5,14,2
5520,Cell5803,1,2,15,15,13,6,0
5521,Cell5804,1,16,9,6,8,12,11
5522,Cell5805,1,6,6,12,5,14,2
5523,Cell5806,1,6,6,12,5,14,2
5524,Cell5807,1,2,2,15,13,6,0
5525,Cell5808,1,15,13,8,0,15,7
5526,Cell5809,1,14,8,1,9,8,8
5527,Cell5810,1,4,9,13,6,13,1
5528,Cell5811,1,4,9,13,6,13,1
5529,Cell5812,1,2,2,15,13,6,0
5530,Cell5813,1,2,15,15,13,6,0
5531,Cell5814,1,1,9,10,15,4,12
5532,Cell5815,1,12,14,11,14,3,5
5533,Cell5817,1,14,8,1,9,8,8
5534,Cell5818,1,2,2,15,13,6,0
5535,Cell5819,1,10,7,2,10,1,3
5536,Cell5820,1,1,9,10,15,4,12
5537,Cell5821,1,8,10,4,7,9,13
5538,Cell5822,1,1,9,10,15,4,12
5539,Cell5823,1,7,4,3,1,2,10
5540,Cell5824,1,12,14,11,14,3,5
5541,Cell5825,1,6,6,12,5,14,2
5542,Cell5826,1,6,6,12,5,14,2
5543,Cell5827,1,16,9,6,8,12,11
5544,Cell5828,1,1,9,10,15,4,12
5545,Cell5829,1,7,4,3,1,2,21
5546,Cell5830,1,1,9,10,15,4,16
5547,Cell5831,1,12,14,11,14,3,5
5548,Cell5832,1,9,6,14,4,0,18
5549,Cell5833,1,8,10,4,7,9,19
5550,Cell5834,1,13,16,9,12,11,6
5551,Cell5835,1,12,14,11,14,3,5
5552,Cell5836,1,3,12,16,2,7,15
5553,Cell5837,1,7,4,3,1,2,10
5554,Cell5838,1,6,6,12,5,14,2
5555,Cell5839,1,8,10,4,7,9,19
5556,Cell5840,1,15,13,8,0,15,7
5557,Cell5841,1,12,14,11,14,3,5
5558,Cell5842,1,5,3,5,11,10,9
5559,Cell5843,1,3,12,16,2,7,17
5560,Cell5844,1,16,9,6,8,12,11
5561,Cell5845,1,8,10,4,7,9,19
5562,Cell5846,1,10,7,2,10,1,3
5563,Cell5847,1,1,9,6,15,4,16
5564,Cell5848,1,12,14,11,14,3,5
5565,Cell5850,1,1,9,10,15,4,12
5566,Cell5851,1,5,3,5,11,10,9
5567,Cell5855,1,1,9,10,15,4,16
5568,Cell5856,1,16,9,6,8,12,11
5569,Cell5857,1,8,10,4,7,9,13
5570,Cell5858,1,1,9,10,15,4,12
5571,Cell5859,1,14,8,1,9,8,8
5572,Cell5860,1,14,8,1,9,8,8
5573,Cell5861,1,14,8,1,9,8,8
5574,Cell5862,1,5,3,5,11,10,20
5575,Cell5863,1,13,11,9,12,11,6
5576,Cell5864,1,7,4,3,1,2,21
5577,Cell5865,1,9,6,14,4,0,14
5578,Cell5866,1,13,11,9,12,11,6
5579,Cell5867,1,9,6,14,4,0,18
5580,Cell5868,1,3,12,16,2,7,15
5581,Cell5869,1,5,3,5,11,10,20
5582,Cell5870,1,12,14,11,14,3,5
5583,Cell5871,1,11,14,7,3,5,4
5584,Cell5872,1,7,4,3,1,2,10
5585,Cell5873,1,14,8,1,9,8,8
5586,Cell5874,1,11,14,7,3,5,4
5587,Cell5876,1,8,10,4,7,9,13
5588,Cell5877,1,9,6,14,4,0,18
5589,Cell5878,1,15,13,8,0,15,7
5590,Cell5879,1,16,9,6,8,12,11
5591,Cell5880,1,4,9,13,6,13,1
5592,Cell5881,1,1,9,10,15,4,16
5593,Cell5882,1,16,9,6,8,12,11
5594,Cell5883,1,6,6,12,5,14,2
5595,Cell5884,1,15,5,8,0,15,7
5596,Cell5885,1,2,1,15,13,6,0
5597,Cell5886,1,11,14,7,3,5,4
5598,Cell5887,1,1,9,10,15,4,12
5599,Cell5888,1,3,12,16,2,7,17
5600,Cell5889,1,9,6,14,4,0,18
5601,Cell5890,1,1,9,10,15,4,12
5602,Cell5891,1,6,6,12,5,14,2
5603,Cell5892,1,13,11,9,12,11,6
5604,Cell5893,1,3,12,16,2,7,17
5605,Cell5894,1,4,9,13,6,13,1
5606,Cell5895,1,12,14,11,14,3,5
5607,Cell5896,1,16,9,6,8,12,11
5608,Cell5897,1,2,2,15,13,6,0
5609,Cell5898,1,16,9,6,8,12,11
5610,Cell5899,1,15,5,8,0,15,7
5611,Cell5900,1,5,3,5,11,10,9
5612,Cell5902,1,4,9,13,6,13,1
5613,Cell5903,1,12,14,11,14,3,5
5614,Cell5904,1,13,16,9,12,11,6
5615,Cell5905,1,3,12,16,2,7,17
5616,Cell5906,1,10,7,2,10,1,3
5617,Cell5907,1,9,6,14,4,0,18
5618,Cell5908,1,5,3,5,11,10,9
5619,Cell5909,1,2,1,15,13,6,0
5620,Cell5910,1,5,3,5,11,10,9
5621,Cell5911,1,9,6,14,4,0,18
5622,Cell5912,1,16,9,6,8,12,11
5623,Cell5913,1,3,12,16,2,7,15
5624,Cell5914,1,9,6,14,4,0,18
5625,Cell5915,1,15,13,8,0,15,7
5626,Cell5916,1,9,6,14,4,0,18
5627,Cell5917,1,16,9,6,8,12,11
5628,Cell5918,1,8,10,4,7,9,19
5629,Cell5919,1,9,6,14,4,0,18
5630,Cell5920,1,12,14,11,14,3,5
5631,Cell5921,1,8,10,4,7,9,19
5632,Cell5922,1,15,5,8,0,15,7
5633,Cell5923,1,7,4,3,1,2,10
5634,Cell5925,1,9,6,14,4,0,14
5635,Cell5926,1,9,6,14,4,0,14
5636,Cell5927,1,10,7,2,10,1,3
5637,Cell5928,1,12,14,11,14,3,5
5638,Cell5929,1,10,7,2,10,1,3
5639,Cell5930,1,15,13,8,0,15,7
5640,Cell5931,1,2,15,15,13,6,0
5641,Cell5932,1,10,7,2,10,1,3
5642,Cell5933,1,10,7,2,10,1,3
5643,Cell5934,1,5,3,5,11,10,20
5644,Cell5935,1,2,2,15,13,6,0
5645,Cell5936,1,16,9,6,8,12,11
5646,Cell5937,1,4,9,13,6,13,1
5647,Cell5938,1,8,10,4,7,9,13
5648,Cell5939,1,12,14,11,14,3,5
5649,Cell5941,1,15,5,8,0,15,7
5650,Cell5942,1,11,14,7,3,5,4
5651,Cell5943,1,10,7,2,10,1,3
5652,Cell5946,1,15,5,8,0,15,7
5653,Cell5947,1,6,6,12,5,14,2
5654,Cell5948,1,12,14,11,14,3,5
5655,Cell5949,1,5,3,5,11,10,9
5656,Cell5950,1,2,2,15,13,6,0
5657,Cell5951,1,16,9,6,8,12,11
5658,Cell5952,1,2,1,15,13,6,0
5659,Cell5953,1,7,4,3,1,2,10
5660,Cell5954,1,6,6,12,5,14,2
5661,Cell5955,1,1,9,10,15,4,12
5662,Cell5956,1,8,10,4,7,9,19
5663,Cell5957,1,14,8,1,9,8,8
5664,Cell5958,1,11,14,7,3,5,4
5665,Cell5959,1,4,9,13,6,13,1
5666,Cell5960,1,5,3,5,11,10,20
5667,Cell5961,1,6,6,12,5,14,2
5668,Cell5962,1,15,5,8,0,15,7
5669,Cell5963,1,14,8,1,9,8,8
5670,Cell5964,1,5,3,5,11,10,9
5671,Cell5965,1,5,3,5,11,10,20
5672,Cell5966,1,10,7,2,10,1,3
5673,Cell5967,1,9,6,14,4,0,18
5674,Cell5968,1,1,9,10,15,4,12
5675,Cell5969,1,14,8,1,9,8,8
5676,Cell5970,1,15,13,8,0,15,7
5677,Cell5971,1,6,6,12,5,14,2
5678,Cell5972,1,13,16,9,12,11,6
5679,Cell5973,1,12,14,11,14,3,5
5680,Cell5974,1,12,14,11,14,3,5
5681,Cell5975,1,13,11,9,12,11,6
5682,Cell5976,1,16,9,6,8,12,11
5683,Cell5977,1,4,9,13,6,13,1
5684,Cell5978,1,4,9,13,6,13,1
5685,Cell5979,1,13,16,9,12,11,6
5686,Cell5980,1,7,4,3,1,2,10
5687,Cell5981,1,1,9,10,15,4,12
5688,Cell5982,1,13,16,9,12,11,6
5689,Cell5983,1,5,3,5,11,10,20
5690,Cell5984,1,4,9,13,6,13,1
5691,Cell5985,1,3,12,16,2,7,17
5692,Cell5986,1,3,12,16,2,7,17
5693,Cell5987,1,7,4,3,1,2,10
5694,Cell5988,1,14,8,1,9,8,8
5695,Cell5989,1,12,14,11,14,3,5
5696,Cell5990,1,11,14,7,3,5,4
5697,Cell5991,1,12,14,11,14,3,5
5698,Cell5993,1,6,6,12,5,14,2
5699,Cell5994,1,9,6,14,4,0,14
5700,Cell5995,1,7,4,3,1,2,10
5701,Cell5996,1,13,11,9,12,11,6
5702,Cell5997,1,15,5,8,0,15,7
5703,Cell5998,1,16,9,6,8,12,11
5704,Cell5999,1,1,9,10,15,4,12
5705,Cell6000,1,5,3,5,11,10,9
5706,Cell6001,1,11,14,7,3,5,4
5707,Cell6002,1,11,14,7,3,5,4
5708,Cell6003,1,7,4,3,1,2,10
5709,Cell6004,1,16,9,6,8,12,11
5710,Cell6005,1,8,10,4,7,9,13
5711,Cell6006,1,15,13,8,0,15,7
5712,Cell6007,1,8,10,4,7,9,19
5713,Cell6008,1,1,9,10,15,4,12
5714,Cell6009,1,13,16,9,12,11,6
5715,Cell6010,1,15,13,8,0,15,7
5716,Cell6011,1,7,4,3,1,2,21
5717,Cell6012,1,10,7,2,10,1,3
5718,Cell6013,1,7,4,3,1,2,10
5719,Cell6014,1,1,9,10,15,4,12
5720,Cell6015,1,9,6,14,4,0,14
5721,Cell6016,1,8,10,4,7,9,19
5722,Cell6017,1,13,11,9,12,11,6
5723,Cell6018,1,14,8,1,9,8,8
5724,Cell6019,1,1,9,10,15,4,16
5725,Cell6020,1,10,7,2,10,1,3
5726,Cell6021,1,6,6,12,5,14,2
5727,Cell6022,1,9,6,14,4,0,18
5728,Cell6023,1,2,15,15,13,6,0
5729,Cell6024,1,3,12,16,2,7,15
5730,Cell6025,1,4,9,13,6,13,1
5731,Cell6026,1,14,8,1,9,8,8
5732,Cell6027,1,14,8,1,9,8,8
5733,Cell6028,1,8,10,4,7,9,19
5734,Cell6029,1,12,14,11,14,3,5
5735,Cell6030,1,5,3,5,11,10,9
5736,Cell6031,1,2,15,15,13,6,0
5737,Cell6032,1,15,5,8,0,15,7
5738,Cell6033,1,10,7,2,10,1,3
5739,Cell6034,1,1,9,10,15,4,12
5740,Cell6035,1,15,5,8,0,15,7
5741,Cell6036,1,3,12,16,2,7,17
5742,Cell6037,1,1,9,10,15,4,12
5743,Cell6038,1,14,8,6,9,8,8
5744,Cell6039,1,12,14,11,14,3,5
5745,Cell6040,1,5,3,5,11,10,20
5746,Cell6041,1,13,11,9,12,11,6
5747,Cell6042,1,6,6,12,5,14,2
5748,Cell6043,1,5,3,5,11,10,9
5749,Cell6044,1,1,9,10,15,4,12
5750,Cell6045,1,15,13,8,0,15,7
5751,Cell6046,1,2,1,15,13,6,0
5752,Cell6047,1,7,4,3,1,2,10
5753,Cell6048,1,12,14,11,14,3,5
5754,Cell6049,1,14,8,1,9,8,8
5755,Cell6050,1,9,6,14,4,0,14
5756,Cell6051,1,16,9,6,8,12,11
5757,Cell6052,1,3,12,16,2,7,15
5758,Cell6053,1,8,10,4,7,9,19
5759,Cell6055,1,3,12,16,2,7,17
5760,Cell6057,1,10,7,2,10,1,3
5761,Cell6058,1,8,10,4,7,9,13
5762,Cell6059,1,7,4,3,1,2,10
5763,Cell6062,1,13,11,9,12,11,6
5764,Cell6064,1,5,3,5,11,10,9
5765,Cell6065,1,8,10,4,7,9,13
5766,Cell6067,1,6,6,12,5,14,2
5767,Cell6068,1,4,9,13,6,13,1
5768,Cell6069,1,13,16,9,12,11,6
5769,Cell6070,1,7,4,3,1,2,10
5770,Cell6071,1,16,9,6,8,12,11
5771,Cell6072,1,6,6,12,5,14,2
5772,Cell6073,1,15,13,8,0,15,7
5773,Cell6074,1,10,7,2,10,1,3
5774,Cell6075,1,6,6,12,5,14,2
5775,Cell6076,1,2,2,15,13,6,0
5776,Cell6077,1,5,3,5,11,10,9
5777,Cell6078,1,14,8,1,9,8,8
5778,Cell6079,1,3,12,16,2,7,17
5779,Cell6080,1,11,14,7,3,5,4
5780,Cell6081,1,12,14,11,14,3,5
5781,Cell6082,1,3,12,16,2,7,17
5782,Cell6084,1,12,14,11,14,3,5
5783,Cell6085,1,4,9,13,6,13,1
5784,Cell6086,1,7,4,3,1,2,10
5785,Cell6087,1,6,6,12,5,14,2
5786,Cell6088,1,12,14,11,14,3,5
5787,Cell6089,1,13,16,9,12,11,6
5788,Cell6090,1,11,14,7,3,5,4
5789,Cell6091,1,10,7,2,10,1,3
5790,Cell6092,1,3,12,16,2,7,15
5791,Cell6093,1,7,4,3,1,2,10
5792,Cell6094,1,5,3,5,11,10,9
5793,Cell6095,1,15,13,8,0,15,7
5794,Cell6096,1,7,4,3,1,2,10
